job_number,field,old_value,new_value,reason,edited_date,editor
X01306831,otherb_prop,0,0,,2/5/26,ML
X01307009,hotel_init,104,0,,2/5/26,ML
X01307009,hotel_prop,0,0,,2/5/26,ML
X01307009,otherb_init,104,0,,2/5/26,ML
X01307009,otherb_prop,0,0,,2/5/26,ML
X01298990,hotel_init,0,0,,2/5/26,ML
X01298990,hotel_prop,510,0,,2/5/26,ML
X01298990,otherb_init,0,0,,2/5/26,ML
X01298990,otherb_prop,510,0,,2/5/26,ML
X01246830,classa_init,151,0,,2/5/26,ML
X01246830,hotel_init,151,0,,2/5/26,ML
X01246830,hotel_prop,0,0,,2/5/26,ML
X01246830,otherb_init,151,151,,2/5/26,ML
X01246830,otherb_prop,0,0,,2/5/26,ML
Q01275800,hotel_init,0,0,,2/5/26,ML
Q01275800,hotel_prop,560,0,,2/5/26,ML
Q01275800,otherb_init,0,0,,2/5/26,ML
Q01275800,otherb_prop,560,0,,2/5/26,ML
Q01274555,classa_prop,1000,0,,2/5/26,ML
Q01274555,hotel_init,0,0,,2/5/26,ML
Q01274555,hotel_prop,1000,1000,,2/5/26,ML
Q01274555,otherb_init,0,0,,2/5/26,ML
Q01274555,otherb_prop,1000,0,,2/5/26,ML
Q01025398,hotel_init,0,0,,2/5/26,ML
Q01025398,hotel_prop,706,0,,2/5/26,ML
Q01025398,otherb_init,0,0,,2/5/26,ML
Q01025398,otherb_prop,706,0,,2/5/26,ML
Q00713747,hotel_init,0,0,,2/5/26,ML
Q00713747,hotel_prop,583,0,,2/5/26,ML
Q00713747,otherb_init,0,0,,2/5/26,ML
Q00713747,otherb_prop,583,0,,2/5/26,ML
M01337247,hotel_init,0,0,,2/5/26,ML
M01337247,hotel_prop,614,0,,2/5/26,ML
M01337247,otherb_init,0,0,,2/5/26,ML
M01337247,otherb_prop,614,0,,2/5/26,ML
M01228687,hotel_init,28,0,,2/5/26,ML
M01228687,hotel_prop,0,0,,2/5/26,ML
M01228687,otherb_init,28,0,,2/5/26,ML
M01228687,otherb_prop,0,0,,2/5/26,ML
M00528469,hotel_init,0,0,,2/5/26,ML
M00528469,hotel_prop,1569,0,,2/5/26,ML
M00528469,otherb_init,0,0,,2/5/26,ML
M00528469,otherb_prop,1569,0,,2/5/26,ML
B01313117,hotel_init,0,0,,2/5/26,ML
B01313117,hotel_prop,792,0,,2/5/26,ML
B01313117,otherb_init,0,0,,2/5/26,ML
B01313117,otherb_prop,792,0,,2/5/26,ML
B01240513,classa_init,22,0,,2/5/26,ML
B01240513,hotel_init,22,0,,2/5/26,ML
B01240513,hotel_prop,0,0,,2/5/26,ML
B01240513,otherb_init,22,22,,2/5/26,ML
B01240513,otherb_prop,0,0,,2/5/26,ML
B00680917,hotel_init,0,0,,2/5/26,ML
B00680917,hotel_prop,1071,0,,2/5/26,ML
B00680917,otherb_init,0,0,,2/5/26,ML
B00680917,otherb_prop,1071,0,,2/5/26,ML
220700873,hotel_init,0,0,,2/5/26,ML
220700873,hotel_prop,562,0,,2/5/26,ML
220700873,otherb_init,0,0,,2/5/26,ML
220700873,otherb_prop,562,0,,2/5/26,ML
M01280147,classa_init,10,4,,2/4/26,ML
M01280147,hotel_init,10,0,,2/4/26,ML
M01280147,hotel_prop,3,0,,2/4/26,ML
M01280147,otherb_init,10,6,,2/4/26,ML
M01280147,otherb_prop,3,2,,2/4/26,ML
B01307601,hotel_init,20,0,,2/4/26,ML
B01307601,hotel_prop,12,0,,2/4/26,ML
B01307601,otherb_init,20,0,,2/4/26,ML
B01307601,otherb_prop,12,0,,2/4/26,ML
X01310231,classa_prop,11,6,,2/4/26,ML
X01310231,hotel_init,11,0,,2/4/26,ML
X01310231,hotel_prop,11,0,,2/4/26,ML
X01310231,otherb_init,11,0,,2/4/26,ML
X01310231,otherb_prop,11,5,,2/4/26,ML
M01328786,hotel_init,40,0,,2/4/26,ML
M01328786,hotel_prop,37,0,,2/4/26,ML
M01328786,otherb_init,40,0,,2/4/26,ML
M01328786,otherb_prop,37,0,,2/4/26,ML
M01309082,classa_init,62,0,,2/4/26,ML
M01309082,classa_prop,59,0,,2/4/26,ML
M01309082,hotel_init,62,0,,2/4/26,ML
M01309082,hotel_prop,59,0,,2/4/26,ML
M01309082,otherb_init,62,62,,2/4/26,ML
M01309082,otherb_prop,59,59,,2/4/26,ML
M01296117,classa_init,10,0,,2/4/26,ML
M01296117,hotel_init,10,0,,2/4/26,ML
M01296117,hotel_prop,6,0,,2/4/26,ML
M01296117,otherb_init,10,10,,2/4/26,ML
M01296117,otherb_prop,6,0,,2/4/26,ML
M01293311,classa_prop,15,0,,2/4/26,ML
M01293311,hotel_init,0,0,,2/4/26,ML
M01293311,hotel_prop,15,16,,2/4/26,ML
M01293311,otherb_init,0,0,,2/4/26,ML
M01293311,otherb_prop,15,0,,2/4/26,ML
M01264739,classa_init,267,0,,2/4/26,ML
M01264739,classa_prop,141,0,,2/4/26,ML
M01264739,hotel_init,267,0,,2/4/26,ML
M01264739,hotel_prop,141,0,,2/4/26,ML
M01264739,otherb_init,267,267,,2/4/26,ML
M01264739,otherb_prop,141,126,,2/4/26,ML
M01258939,classa_init,36,0,,2/4/26,ML
M01258939,classa_prop,41,0,,2/4/26,ML
M01258939,hotel_init,36,33,,2/4/26,ML
M01258939,hotel_prop,41,38,,2/4/26,ML
M01258939,otherb_init,36,0,,2/4/26,ML
M01258939,otherb_prop,41,0,,2/4/26,ML
B01321624,hotel_init,1,0,,2/4/26,ML
B01321624,hotel_prop,2,0,,2/4/26,ML
B01321624,otherb_init,1,7,,2/4/26,ML
B01321624,otherb_prop,2,0,,2/4/26,ML
B01320919,classa_init,17,0,,2/4/26,ML
B01320919,hotel_init,17,0,,2/4/26,ML
B01320919,hotel_prop,5,0,,2/4/26,ML
B01320919,otherb_init,17,17,,2/4/26,ML
B01320919,otherb_prop,5,0,,2/4/26,ML
B01293491,classa_init,3,1,,2/4/26,ML
B01293491,hotel_init,3,0,,2/4/26,ML
B01293491,hotel_prop,2,0,,2/4/26,ML
B01293491,otherb_init,3,7,,2/4/26,ML
B01293491,otherb_prop,2,0,,2/4/26,ML
B01271140,classa_init,135,0,,2/4/26,ML
B01271140,classa_prop,136,0,,2/4/26,ML
B01271140,hotel_init,135,0,,2/4/26,ML
B01271140,hotel_prop,136,0,,2/4/26,ML
B01271140,otherb_init,135,138,,2/4/26,ML
B01271140,otherb_prop,136,138,,2/4/26,ML
210181186,hotel_init,1,0,,2/4/26,ML
210181186,hotel_prop,0,0,,2/4/26,ML
210181186,otherb_init,1,0,,2/4/26,ML
210181186,otherb_prop,0,0,,2/4/26,ML
X01266530,classa_init,1,0,,1/28/26,ML
X01266530,hotel_init,1,0,,1/28/26,ML
X01266530,otherb_init,1,0,,1/28/26,ML
X01318421,classa_init,2,0,,1/28/26,ML
X01318421,hotel_init,2,0,,1/28/26,ML
X01318421,otherb_init,2,0,,1/28/26,ML
X01258986,classa_init,2,0,,1/28/26,ML
X01258986,hotel_init,2,0,,1/28/26,ML
X01258986,otherb_init,2,0,,1/28/26,ML
S01330196,classa_init,1,0,,1/28/26,ML
S01330196,hotel_init,1,0,,1/28/26,ML
S01330196,otherb_init,1,0,,1/28/26,ML
S01327868,classa_prop,2,0,,1/28/26,ML
S01327868,hotel_prop,2,0,,1/28/26,ML
S01327868,otherb_prop,2,0,,1/28/26,ML
S01320040,classa_init,1,0,,1/28/26,ML
S01320040,hotel_init,1,0,,1/28/26,ML
S01320040,otherb_init,1,0,,1/28/26,ML
S01317022,classa_init,1,0,,1/28/26,ML
S01317022,hotel_init,1,0,,1/28/26,ML
S01317022,otherb_init,1,0,,1/28/26,ML
S01315404,classa_prop,1,0,,1/28/26,ML
S01315404,hotel_prop,1,0,,1/28/26,ML
S01315404,otherb_prop,1,0,,1/28/26,ML
S01310754,classa_prop,2,0,,1/28/26,ML
S01310754,hotel_prop,2,0,,1/28/26,ML
S01310754,otherb_prop,2,0,,1/28/26,ML
S01310751,classa_prop,1,0,,1/28/26,ML
S01310751,hotel_prop,1,0,,1/28/26,ML
S01310751,otherb_prop,1,0,,1/28/26,ML
S01309712,classa_init,1,0,,1/28/26,ML
S01309712,hotel_init,1,0,,1/28/26,ML
S01309712,otherb_init,1,0,,1/28/26,ML
S01308564,classa_prop,2,0,,1/28/26,ML
S01308564,hotel_prop,2,0,,1/28/26,ML
S01308564,otherb_prop,2,0,,1/28/26,ML
S01308561,classa_prop,2,0,,1/28/26,ML
S01308561,hotel_prop,2,0,,1/28/26,ML
S01308561,otherb_prop,2,0,,1/28/26,ML
S01308489,classa_init,1,0,,1/28/26,ML
S01308489,hotel_init,1,0,,1/28/26,ML
S01308489,otherb_init,1,0,,1/28/26,ML
S01305635,classa_init,1,0,,1/28/26,ML
S01305635,hotel_init,1,0,,1/28/26,ML
S01305635,otherb_init,1,0,,1/28/26,ML
S01301026,classa_prop,2,0,,1/28/26,ML
S01301026,hotel_prop,2,0,,1/28/26,ML
S01301026,otherb_prop,2,0,,1/28/26,ML
S01299862,classa_prop,1,0,,1/28/26,ML
S01299862,hotel_prop,1,0,,1/28/26,ML
S01299862,otherb_prop,1,0,,1/28/26,ML
S01299842,classa_prop,1,0,,1/28/26,ML
S01299842,hotel_prop,1,0,,1/28/26,ML
S01299842,otherb_prop,1,0,,1/28/26,ML
S01271580,classa_init,1,0,,1/28/26,ML
S01271580,hotel_init,1,0,,1/28/26,ML
S01271580,otherb_init,1,0,,1/28/26,ML
S01257609,classa_prop,2,0,,1/28/26,ML
S01257609,hotel_prop,2,0,,1/28/26,ML
S01257609,otherb_prop,2,0,,1/28/26,ML
S01257607,classa_prop,1,0,,1/28/26,ML
S01257607,hotel_prop,1,0,,1/28/26,ML
S01257607,otherb_prop,1,0,,1/28/26,ML
S01194760,classa_prop,1,0,,1/28/26,ML
S01194760,hotel_prop,1,0,,1/28/26,ML
S01194760,otherb_prop,1,0,,1/28/26,ML
S01171512,classa_prop,2,0,,1/28/26,ML
S01171512,hotel_prop,2,0,,1/28/26,ML
S01171512,otherb_prop,2,0,,1/28/26,ML
S01170084,classa_prop,2,0,,1/28/26,ML
S01170084,hotel_prop,2,0,,1/28/26,ML
S01170084,otherb_prop,2,0,,1/28/26,ML
S01163170,classa_prop,2,0,,1/28/26,ML
S01163170,hotel_prop,2,0,,1/28/26,ML
S01163170,otherb_prop,2,0,,1/28/26,ML
S00817322,classa_prop,2,0,,1/27/26,ML
S00817322,hotel_prop,2,0,,1/27/26,ML
S00817322,otherb_prop,2,0,,1/27/26,ML
Q01341336,classa_init,1,0,,1/27/26,ML
Q01341336,hotel_init,1,0,,1/27/26,ML
Q01341336,otherb_init,1,0,,1/27/26,ML
Q01313394,classa_init,1,0,,1/27/26,ML
Q01313394,hotel_init,1,0,,1/27/26,ML
Q01313394,otherb_init,1,0,,1/27/26,ML
Q01312834,classa_init,1,0,,1/27/26,ML
Q01312834,hotel_init,1,0,,1/27/26,ML
Q01312834,otherb_init,1,0,,1/27/26,ML
Q01312830,classa_init,1,0,,1/27/26,ML
Q01312830,hotel_init,1,0,,1/27/26,ML
Q01312830,otherb_init,1,0,,1/27/26,ML
Q01306597,classa_init,1,0,,1/27/26,ML
Q01306597,hotel_init,1,0,,1/27/26,ML
Q01306597,otherb_init,1,0,,1/27/26,ML
Q01288288,classa_prop,2,0,,1/27/26,ML
Q01288288,hotel_prop,2,0,,1/27/26,ML
Q01288288,otherb_prop,2,0,,1/27/26,ML
Q01277601,classa_init,1,0,,1/27/26,ML
Q01277601,hotel_init,1,0,,1/27/26,ML
Q01277601,otherb_init,1,0,,1/27/26,ML
Q01268565,classa_prop,1,0,,1/27/26,ML
Q01268565,hotel_prop,1,0,,1/27/26,ML
Q01268565,otherb_prop,1,0,,1/27/26,ML
B01333534,classa_init,1,0,,1/27/26,ML
B01333534,hotel_init,1,0,,1/27/26,ML
B01333534,otherb_init,1,0,,1/27/26,ML
B01326717,classa_init,2,0,,1/27/26,ML
B01326717,hotel_init,2,0,,1/27/26,ML
B01326717,otherb_init,2,0,,1/27/26,ML
B01325457,classa_prop,1,0,,1/27/26,ML
B01325457,hotel_prop,1,0,,1/27/26,ML
B01325457,otherb_prop,1,0,,1/27/26,ML
B01324708,classa_init,1,0,,1/27/26,ML
B01324708,hotel_init,1,0,,1/27/26,ML
B01324708,otherb_init,1,0,,1/27/26,ML
B01323375,classa_init,1,0,,1/27/26,ML
B01323375,hotel_init,1,0,,1/27/26,ML
B01323375,otherb_init,1,0,,1/27/26,ML
B01318524,classa_init,1,0,,1/27/26,ML
B01318524,hotel_init,1,0,,1/27/26,ML
B01318524,otherb_init,1,0,,1/27/26,ML
B01302792,hotel_prop,1,0,,1/27/26,ML
B01302792,otherb_prop,1,0,,1/27/26,ML
B01301516,hotel_prop,2,0,,1/27/26,ML
B01301516,otherb_prop,2,0,,1/27/26,ML
X01298988,classa_prop,162,0,,1/27/26,ML
X01298988,hotel_prop,162,0,,1/27/26,ML
X01298988,otherb_prop,162,162,,1/27/26,ML
Q01274353,classa_prop,127,50,,1/27/26,ML
Q01274353,hotel_prop,127,0,,1/27/26,ML
Q01274353,otherb_prop,127,92,,1/27/26,ML
M08010233,classa_prop,111,11,,1/27/26,ML
M08010233,hotel_prop,111,100,,1/27/26,ML
M08010233,otherb_prop,111,0,,1/27/26,ML
M08010233,classa_init,0,9,,1/27/26,ML
M01242440,classa_prop,266,1,,1/27/26,ML
M01242440,hotel_prop,266,255,,1/27/26,ML
M01242440,otherb_prop,266,0,,1/27/26,ML
M00847788,classa_prop,117,41,,1/27/26,ML
M00847788,hotel_prop,117,156,,1/27/26,ML
M00847788,otherb_prop,117,0,,1/27/26,ML
B01295381,classa_prop,135,49,,1/27/26,ML
B01295381,hotel_prop,135,0,,1/27/26,ML
B01295381,otherb_prop,135,86,,1/27/26,ML
B00848066,classa_prop,35,0,,1/27/26,ML
B00848066,hotel_prop,35,0,,1/27/26,ML
B00848066,otherb_prop,35,5,,1/27/26,ML
X01236818,classa_init,3,0,,11/3/25,ML
X01236818,hotel_init,3,0,,11/3/25,ML
X01236818,otherb_init,3,0,,11/3/25,ML
X01191941,classa_init,3,0,,11/3/25,ML
X01191941,hotel_init,3,0,,11/3/25,ML
X01191941,otherb_init,3,0,,11/3/25,ML
Q01165152,hotel_init,6,0,,11/3/25,ML
Q01165152,otherb_init,6,0,,11/3/25,ML
B01134261,classa_init,3,0,,11/3/25,ML
B01134261,hotel_init,3,0,,11/3/25,ML
B01134261,otherb_init,3,0,,11/3/25,ML
B01052640,classa_init,4,0,,11/3/25,ML
B01052640,hotel_init,4,0,,11/3/25,ML
B01052640,otherb_init,4,0,,11/3/25,ML
B01023143,classa_init,3,0,,11/3/25,ML
B01023143,hotel_init,3,0,,11/3/25,ML
B01023143,otherb_init,3,0,,11/3/25,ML
B00994180,classa_prop,4,0,,11/3/25,ML
B00994180,hotel_prop,4,0,,11/3/25,ML
B00994180,otherb_prop,4,0,,11/3/25,ML
520453795,classa_init,3,0,,11/3/25,ML
520453795,hotel_init,3,0,,11/3/25,ML
520453795,otherb_init,3,0,,11/3/25,ML
B00847849,latitude,,40.6572239,,8/12/25,ML
B00847849,longitude,,-73.93698803,,8/12/25,ML
B00848002,latitude,,40.6564344,,8/12/25,ML
B00848002,longitude,,-73.93919817,,8/12/25,ML
Q01216113,latitude,,40.59588277,,8/12/25,ML
Q01216113,longitude,,-73.75833502,,8/12/25,ML
Q01227564,latitude,,40.65452804,,8/12/25,ML
Q01227564,longitude,,-73.82897833,,8/12/25,ML
Q01227571,latitude,,40.65444766,,8/12/25,ML
Q01227571,longitude,,-73.82921704,,8/12/25,ML
X01171565,classa_init,0,0,,7/21/25,ML
X01171565,classa_prop,27,0,,7/21/25,ML
X01171565,otherb_init,0,0,,7/21/25,ML
X01171565,otherb_prop,27,27,,7/21/25,ML
X01157137,classa_init,0,0,,7/21/25,ML
X01157137,classa_prop,233,0,,7/21/25,ML
X01157137,hotel_prop,233,0,,8/13/25,ML
X01157137,otherb_init,0,0,,7/21/25,ML
X01157137,otherb_prop,233,7,,8/13/25,ML
Q01160326,classa_init,0,0,,7/21/25,ML
Q01160326,classa_prop,129,0,,7/21/25,ML
Q01160326,hotel_prop,129,0,,8/13/25,ML
Q01160326,otherb_init,0,0,,7/21/25,ML
Q01160326,otherb_prop,129,5,,8/13/25,ML
M01057477,classa_init,15,1,,2/4/25,ML
M01057477,classa_prop,2,2,,2/4/25,ML
M01057477,hotel_init,15,0,,7/23/25,SL
M01057477,hotel_prop,2,0,,7/23/25,SL
M01057477,otherb_init,15,14,,2/4/25,ML
M01057477,otherb_prop,2,0,,2/4/25,ML
M01014868,classa_init,10,5,,2/4/25,ML
M01014868,classa_prop,4,3,,2/4/25,ML
M01014868,hotel_init,10,0,,7/23/25,SL
M01014868,hotel_prop,4,0,,7/23/25,SL
M01014868,otherb_init,10,5,,2/4/25,ML
